500,0.8095040917396545,0.9477920427041895,0.2536764705882353,0.5701231
1000,0.5409198999404907,0.9703494029886582,0.22426470588235295,0.54087627
500,0.6166821718215942,0.665103813012441,0.78125,0.95527476
1000,0.6350225210189819,0.7484178642431895,0.5833333333333334,0.89830875
1500,0.5562750697135925,0.7640443940957388,0.5,0.88197345
2000,0.5312957167625427,0.7651842633883158,0.4479166666666667,0.83887666
2500,0.6239191889762878,0.7586280802885691,0.46875,0.88706046
3000,0.4148067533969879,0.8009252945582072,0.3333333333333333,0.8561471
3500,0.571120023727417,0.7919569512208303,0.3333333333333333,0.8325003
4000,0.6135613918304443,0.7737497190634409,0.3854166666666667,0.85718435
4500,0.667320966720581,0.7807613213857015,0.40625,0.8313373
5000,0.5641091465950012,0.7847823202610016,0.4375,0.84683853
5500,0.6048987507820129,0.772022008895874,0.46875,0.8498218
6000,0.5894353985786438,0.7749292254447937,0.4166666666666667,0.8728895
6500,0.5963662266731262,0.778032660484314,0.3645833333333333,0.8547621
7000,0.6528006792068481,0.7876016596953074,0.4166666666666667,0.85869265
7500,0.6685521602630615,0.7738153338432312,0.4270833333333333,0.8799433
8000,0.6155492663383484,0.7760809858640035,0.46875,0.85984033
8500,0.6353977918624878,0.7694859703381857,0.46875,0.85225374
9000,0.5231695175170898,0.7764779527982076,0.4479166666666667,0.8514765
9500,0.6649981737136841,0.8067592879136404,0.4479166666666667,0.846956
10000,0.7187991738319397,0.7843477030595144,0.4479166666666667,0.8598235
